region,measure,value
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForAssessment,710.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForAssessmentOver90days,35.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment,675.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment0to2weeks,290.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment0to4weeks,495.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment0to6weeks,605.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment0to12weeks,670.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatment0to18weeks,675.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01E,Count_WaitingForTreatmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForAssessment,270.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForAssessmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment,260.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment0to2weeks,180.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment0to4weeks,245.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment0to6weeks,255.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment0to12weeks,260.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01F,Count_WaitingForTreatment0to18weeks,260.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment,35.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to12weeks,10.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to18weeks,15.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatmentOver18weeks,15.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatmentOver90days,20.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForAssessment,1220.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForAssessmentOver90days,30.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment,1210.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to2weeks,485.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to4weeks,840.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to6weeks,1040.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to12weeks,1185.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to18weeks,1195.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatmentOver18weeks,20.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatmentOver90days,25.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForAssessment,625.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForAssessmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment,625.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to2weeks,380.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to4weeks,525.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to6weeks,580.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to12weeks,620.0
NHS GREATER MANCHESTER ICB - 01G,Count_WaitingForTreatment0to18weeks,620.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForAssessment,320.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForAssessmentOver90days,5.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment,305.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment0to2weeks,250.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment0to4weeks,300.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment0to6weeks,305.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment0to12weeks,305.0
NHS NORTH EAST AND NORTH CUMBRIA ICB - 01H,Count_WaitingForTreatment0to18weeks,305.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForAssessment,275.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForAssessmentOver90days,15.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment,260.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment0to2weeks,195.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment0to4weeks,240.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment0to6weeks,250.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment0to12weeks,255.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01J,Count_WaitingForTreatment0to18weeks,260.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForAssessment,1195.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForAssessmentOver90days,50.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment,1155.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to2weeks,360.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to4weeks,740.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to6weeks,1015.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to12weeks,1140.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to18weeks,1150.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatmentOver18weeks,10.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatmentOver90days,15.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForAssessment,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to4weeks,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to6weeks,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to12weeks,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 01K,Count_WaitingForTreatment0to18weeks,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForAssessment,465.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForAssessmentOver90days,25.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment,445.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment0to2weeks,160.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment0to4weeks,320.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment0to6weeks,410.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment0to12weeks,440.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatment0to18weeks,440.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatmentOver18weeks,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01T,Count_WaitingForTreatmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForAssessment,290.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForAssessmentOver90days,25.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment,275.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment0to2weeks,110.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment0to4weeks,200.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment0to6weeks,255.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment0to12weeks,265.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatment0to18weeks,265.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatmentOver18weeks,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01V,Count_WaitingForTreatmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessment,70.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment,70.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to2weeks,35.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to4weeks,50.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to6weeks,55.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to12weeks,65.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to18weeks,65.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to12weeks,5.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to18weeks,5.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessment,5.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessment,850.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment,850.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to2weeks,315.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to4weeks,600.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to6weeks,780.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to12weeks,835.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to18weeks,845.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessment,605.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForAssessmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment,600.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to2weeks,140.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to4weeks,305.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to6weeks,430.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to12weeks,595.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatment0to18weeks,600.0
NHS GREATER MANCHESTER ICB - 01W,Count_WaitingForTreatmentOver90days,5.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForAssessment,200.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForAssessmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment0to2weeks,170.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment0to4weeks,180.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment0to6weeks,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment0to12weeks,185.0
NHS CHESHIRE AND MERSEYSIDE ICB - 01X,Count_WaitingForTreatment0to18weeks,185.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment,20.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to4weeks,5.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to6weeks,10.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to12weeks,10.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to18weeks,15.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForAssessment,600.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForAssessmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment,600.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to2weeks,315.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to4weeks,490.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to6weeks,555.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to12weeks,595.0
NHS GREATER MANCHESTER ICB - 01Y,Count_WaitingForTreatment0to18weeks,595.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to18weeks,5.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForAssessment,985.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForAssessmentOver90days,20.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment,975.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to2weeks,340.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to4weeks,655.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to6weeks,890.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to12weeks,965.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to18weeks,970.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatmentOver90days,15.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForAssessment,50.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment,50.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to2weeks,20.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to4weeks,35.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to6weeks,50.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to12weeks,50.0
NHS GREATER MANCHESTER ICB - 02A,Count_WaitingForTreatment0to18weeks,50.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForAssessment,435.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForAssessmentOver90days,10.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment,425.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment0to2weeks,170.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment0to4weeks,340.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment0to6weeks,390.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment0to12weeks,425.0
NHS CHESHIRE AND MERSEYSIDE ICB - 02E,Count_WaitingForTreatment0to18weeks,425.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForAssessment,280.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForAssessmentOver90days,5.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment,270.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment0to2weeks,165.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment0to4weeks,230.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment0to6weeks,260.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment0to12weeks,270.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02G,Count_WaitingForTreatment0to18weeks,270.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment,10.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver18weeks,5.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver90days,5.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessment,40.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessmentOver90days,20.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment,30.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to6weeks,10.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to12weeks,15.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to18weeks,20.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver18weeks,10.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver90days,15.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessment,790.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessmentOver90days,725.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment,790.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to2weeks,25.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to4weeks,60.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to6weeks,65.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to12weeks,65.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to18weeks,65.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver18weeks,725.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatmentOver90days,725.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessment,1270.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForAssessmentOver90days,10.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment,1260.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to2weeks,415.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to4weeks,810.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to6weeks,1145.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to12weeks,1260.0
NHS GREATER MANCHESTER ICB - 02H,Count_WaitingForTreatment0to18weeks,1260.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForAssessment,240.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForAssessmentOver90days,165.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment,195.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to2weeks,15.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to4weeks,30.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to6weeks,45.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to12weeks,70.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to18weeks,75.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatmentOver18weeks,120.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatmentOver90days,120.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForAssessment,450.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForAssessmentOver90days,20.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment,435.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to2weeks,160.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to4weeks,310.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to6weeks,395.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to12weeks,430.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatment0to18weeks,435.0
NHS LANCASHIRE AND SOUTH CUMBRIA ICB - 02M,Count_WaitingForTreatmentOver90days,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForAssessment,520.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForAssessmentOver90days,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment,510.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to2weeks,290.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to4weeks,445.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to6weeks,490.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to12weeks,505.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to18weeks,510.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForAssessment,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to6weeks,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to12weeks,5.0
NHS SOUTH YORKSHIRE ICB - 02P,Count_WaitingForTreatment0to18weeks,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForAssessment,5.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForAssessment,315.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment,310.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment0to2weeks,145.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment0to4weeks,235.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment0to6weeks,295.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment0to12weeks,310.0
NHS NOTTINGHAM AND NOTTINGHAMSHIRE ICB - 02Q,Count_WaitingForTreatment0to18weeks,310.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForAssessment,460.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment,460.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment0to2weeks,230.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment0to4weeks,425.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment0to6weeks,460.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment0to12weeks,460.0
NHS WEST YORKSHIRE ICB - 02T,Count_WaitingForTreatment0to18weeks,460.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForAssessment,1195.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForAssessmentOver90days,390.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment,925.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment0to2weeks,355.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment0to4weeks,660.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment0to6weeks,740.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment0to12weeks,800.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatment0to18weeks,815.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatmentOver18weeks,110.0
NHS SOUTH YORKSHIRE ICB - 02X,Count_WaitingForTreatmentOver90days,125.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForAssessment,500.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForAssessmentOver90days,125.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment,930.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment0to2weeks,255.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment0to4weeks,370.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment0to6weeks,450.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment0to12weeks,600.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatment0to18weeks,670.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatmentOver18weeks,260.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 02Y,Count_WaitingForTreatmentOver90days,320.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForAssessment,305.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForAssessmentOver90days,5.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment,305.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment0to2weeks,270.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment0to4weeks,285.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment0to6weeks,295.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment0to12weeks,300.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03F,Count_WaitingForTreatment0to18weeks,300.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,Count_WaitingForAssessment,470.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,Count_WaitingForAssessmentOver90days,60.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,Count_WaitingForTreatment,465.0
NHS HUMBER AND NORTH YORKSHIRE ICB - 03H,Count_WaitingForTreatment0to2weeks,205.0
